Configuration,Lateral factor,Axial factor,Volume,Entropy
Conventional,2.2000000000000006,2.6000000000000005,321.5635225454264,911.729351939549
Conventional,2.2000000000000006,2.8000000000000007,317.0283572298035,908.7277749866716
Conventional,2.2000000000000006,3.000000000000001,311.83667159827786,905.7657574611843
Conventional,2.2000000000000006,3.2000000000000006,307.3664415822587,904.4175609123148
Conventional,2.2000000000000006,3.400000000000001,302.86203581312844,903.3569929420963
Conventional,2.2000000000000006,3.600000000000001,298.8377713176587,902.385918368803
Conventional,2.2000000000000006,3.800000000000001,295.2716646191892,901.51393606208
Conventional,2.2000000000000006,4.000000000000002,292.1404532954924,901.1187461163483
Conventional,2.2000000000000006,4.200000000000001,289.28453865281506,899.8418143649029
Conventional,2.2000000000000006,4.400000000000002,286.6422465514866,898.8934238763962
Conventional,2.2000000000000006,4.600000000000001,284.15759562911217,897.8081720848138
Conventional,2.2000000000000006,4.800000000000002,281.5430762700671,896.371834099666
Conventional,2.2000000000000006,5.000000000000002,278.40931379246405,894.28001711856
Conventional,2.400000000000001,0.4,301.42544825637145,927.621208372644
Conventional,2.400000000000001,0.6000000000000001,304.836081585397,926.1525342034522
Conventional,2.400000000000001,0.8000000000000002,307.05278343403944,925.0780869933532
Conventional,2.400000000000001,1.0000000000000002,307.87215020907445,924.6458491283704
Conventional,2.400000000000001,1.2000000000000002,314.8660711046515,924.0243794579546
Conventional,2.400000000000001,1.4000000000000004,318.4128266157994,924.2090383346032
Conventional,2.400000000000001,1.6000000000000005,323.3237082613017,923.653603104245
Conventional,2.400000000000001,1.8000000000000003,327.18858787524516,922.1420379618381
Conventional,2.400000000000001,2.0000000000000004,328.2550453346576,920.2436629733038
Conventional,2.400000000000001,2.2000000000000006,328.7616817881764,916.5866255450646
Conventional,2.400000000000001,2.400000000000001,326.34925003646373,912.5751186821457
Conventional,2.400000000000001,2.6000000000000005,323.0797904950474,909.1470167843843
Conventional,2.400000000000001,2.8000000000000007,318.7211858246209,906.2965450323816
Conventional,2.400000000000001,3.000000000000001,313.6643107748386,903.4492026727339
Conventional,2.400000000000001,3.2000000000000006,309.2414879699131,902.1368320509298
Conventional,2.400000000000001,3.400000000000001,304.7584612387941,901.0742500057308
Conventional,2.400000000000001,3.600000000000001,300.74754132998316,900.1053847407355
Conventional,2.400000000000001,3.800000000000001,297.18795748474184,899.2311532648921
Conventional,2.400000000000001,4.000000000000002,294.04250810762755,898.8098611721275
Conventional,2.400000000000001,4.200000000000001,291.2279214466326,897.5690023495471
Conventional,2.400000000000001,4.400000000000002,288.62335777075896,896.6567296521852
Conventional,2.400000000000001,4.600000000000001,286.18970270486227,895.616028882832
Conventional,2.400000000000001,4.800000000000002,283.63005400377637,894.2067174524127
Conventional,2.400000000000001,5.000000000000002,280.58920577734034,892.1913891039736
